Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Charles Drew,reefer,San Diego,National Steel & Shipbuilding Company (NASSCO),10001372,Live,U.S.A.,13127,10'+ dwt,19637,Single,NDRE,43758,480,210.00,199.55,-,32.20,9.12,9.43,MAN Energy Solutions SE,-,-,Government of the United States of America,United States of America,United States Govt Military Sealift Command,United States of America,United States Govt Military Sealift Command,United States of America,-,-,-,-,9508287,369970428,18.55,2010,-,-,-,-,-,40800,27736,9L48/60,-,American Bureau,-,-,2020-05-08T00:00:00,2018-05-11T00:00:00,2020-05-08T00:00:00,2020-05-08T00:00:00,2030-07-13T00:00:00,2030-07-13T00:00:00,-,-,United States Govt Military Sealift Command,United States of America,-,-,A,19 May 2026 01:06:48 GMT,-,United States Govt Military Sealift Command,United States of America,"33° 6' 6"" N","129° 42' 58"" E"
Pacific Kim,reefer,Shimizu,Miho Shipbuilding Company Limited,100107,Live,South Korea,824,2'-6'dwt,2000,Single,HLHZ,1358,340,80.00,-,12.80,-,5.00,0.70,Unknown Engine Designer,-,-,Shin Yang Shipping Company Limited,Republic of Korea,Shin Yang Shipping Company Limited,Republic of Korea,Shin Yang Shipping Company Limited,Republic of Korea,-,-,-,-,5344047,-,5.70,1962,-,-,-,-,-,1641,2200,A34,-,-,-,-,-,-,-,-,-,-,-,-,Shin Yang Shipping Company Limited,Republic of Korea,-,-,-,-,-,Shin Yang Shipping Company Limited,Republic of Korea,-,-
Khair III,reefer,Russia,-,100220,Live,Honduras,237,-2'dwt,520,Single,-,399,813,55.00,-,9.50,-,4.30,0.90,SKL Motoren-und Systemtechnik GmbH,San Lorenzo,-,Khaled Ali Fouda,Arab Republic of Egypt,Khaled Ali Fouda,Arab Republic of Egypt,Egyptian Shipping Transport S.A.,Panama,-,-,-,-,7630074,-,5.20,1976,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,596,799,6NVD48A-2U,-,-,-,-,-,-,-,-,-,-,-,-,Khaled Ali Fouda,Arab Republic of Egypt,-,-,-,-,-,Khaled Ali Fouda,Arab Republic of Egypt,-,-
Montelaura,reefer,Capelle aan den Yssel,YVC Ysselwerf B.V.,102641,Live,Panama,1395,2'-6'dwt,3429,Single,3FRF5,2695,168,96.45,90.40,13.76,13.76,5.12,2.58,Mak Motoren GmbH & Company KG,Panama,-,Luis Calvo Sanz S.A.,Spain,Grupo Calvo,Spain,Gestra Corporation S.A.,Spain,-,-,-,-,7625500,355855000,7.70,1977,-,-,-,-,Mak Motoren GmbH & Company KG,2088,2800,8M453,-,-,-,-,2024-03-15T00:00:00,-,2021-08-11T00:00:00,-,-,-,Gestra Corporation S.A.,Spain,Grupo Calvo,Spain,GUAYAQUIL,Guayaquil,A,20 Nov 2025 12:36:30 GMT,19 Nov 2025 13:05:00 GMT,Grupo Calvo,Spain,"2° 11' 34"" S","79° 50' 22"" W"
Dago,reefer,Zelenodolsk,Zelenodolsk Shipyard,104000,Live,Russia,245,-2'dwt,353,Single,UFBS,819,918,55.00,-,9.50,-,3.10,1.40,Unknown Engine Designer,-,-,Anoosel Joint Stock Company,Republic of Estonia,Anoosel Joint Stock Company,Republic of Estonia,Anoosel Joint Stock Company,Republic of Estonia,-,-,-,-,6900252,-,4.50,1966,-,-,-,-,-,336,450,6NVD48A-2U,-,-,-,-,-,-,1997-05-01T00:00:00,-,-,-,-,-,Anoosel Joint Stock Company,Republic of Estonia,-,-,-,-,-,Anoosel Joint Stock Company,Republic of Estonia,-,-
Han Xing,reefer,China,-,10561468,Live,Panama,978,2'-6'dwt,2300,Single,3FYT4,1998,CJM0904,82.65,-,-,13.00,5.60,1.00,Unknown Engine Designer,Panama,-,Shun Xin Shipping Hongkong Company,"Hong Kong, S.A.R., China",Shun Xin Shipping Hongkong Company,"Hong Kong, S.A.R., China",Shao Jun Han,Sierra Leone,Shun Xin Shipping Hongkong Company,"Hong Kong, S.A.R., China",-,-,9586332,374173000,6.60,2010,-,-,-,-,-,2127,2853,6L35MC,MS Amlin,-,-,-,-,-,-,-,-,-,-,-,-,-,MILUYUCHANG,-,A,22 Apr 2026 01:17:28 GMT,23 Nov 2026 12:00:00 GMT,Shun Xin Shipping Hongkong Company,"Hong Kong, S.A.R., China","29° 59' 26"" N","122° 8' 30"" E"
Myong Chon,reefer,Japan,-,10614079,Live,North Korea,-,-2'dwt,236,Single,HMYQ9,235,-,-,-,-,-,-,-,Unknown Engine Designer,Wonsan,-,"Korea,Government of the Democratic People's Republic of",Democratic People's Republic of Korea,Korea Samjiyon Trading Corporation,Democratic People's Republic of Korea,Korea Samjiyon Trading Corporation,Democratic People's Republic of Korea,-,-,-,-,8004428,-,-,1980,-,-,-,-,-,318,427,6MG25BX,-,-,-,-,-,-,-,-,-,-,-,-,Korea Samjiyon Trading Corporation,Democratic People's Republic of Korea,-,-,-,-,-,Korea Samjiyon Trading Corporation,Democratic People's Republic of Korea,-,-
Bao Lucky,reefer,China,Zhoushan Haitian Ship Engineering Company Limited,10620684,Live,Panama,3948,6'-10'dwt,7376,Single,3FBE9,7939,LJX4268,123.00,114.00,-,20.80,7.21,2.59,Yanmar Diesel Engine Company Limited,Panama,632,-,-,-,-,Bao Fortune Shipmanagement Company Limited,People's Republic of China,-,-,-,-,9602837,354458000,9.80,2012,-,-,-,-,Qingdao Zichai Boyang Diesel Engine Company Limited,3310,9710,8N330-EN,London Steamship Owners Mutual Insurance Association Ltd,Korean Register,Overseas Marine Certification Services,-,-,-,-,-,2026-12-22T00:00:00,2026-12-22T00:00:00,-,-,-,-,TH BKK,Bangkok,A,25 May 2026 05:49:57 GMT,26 May 2026 10:00:00 GMT,Bao Fortune Shipmanagement Company Limited,People's Republic of China,"10° 20' 20"" N","102° 16' 9"" E"
Canopus,reefer,Busum,Buesumer Werft GmbH,106315,Live,Russia,942,2'-6'dwt,2187,Double Bottom,UCTB,1727,267,78.10,70.80,12.50,12.00,5.75,1.75,Mak Motoren GmbH & Company KG,Murmansk,-,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,-,-,-,-,7700087,273317810,7.50,1977,-,-,-,-,Mak Motoren GmbH & Company KG,1655,2250,6MU453AK,-,Russian Register of Ships,-,-,-,-,2018-02-07T00:00:00,-,-,-,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,RU MMK,-,A,21 Apr 2026 12:47:52 GMT,31 Dec 2026 17:00:00 GMT,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,"68° 59' 55"" N","33° 3' 19"" E"
Jazeera Reefer,reefer,Bilbao,Maritima de Axpe S.A.,106620,Live,Maldives,808,2'-6'dwt,2890,Single,8QLW,2481,101,97.00,89.49,13.61,13.61,4.90,2.42,Deutz AG,-,-,NCA Marine Consultants Company Limited,Thailand,NCA Marine Consultants Company Limited,Thailand,Century Reefer Company Limited,Thailand,-,-,-,-,7635878,455446000,7.32,1978,-,-,-,-,Deutz AG,1939,2600,SBV8M358,-,-,-,-,-,-,2004-09-01T00:00:00,-,-,-,-,-,NCA Marine Consultants Company Limited,Thailand,-,-,A,25 May 2026 03:43:38 GMT,-,NCA Marine Consultants Company Limited,Thailand,"0° 44' 17"" N","73° 25' 46"" E"
Praia Fortuna,reefer,Khabarovsk,Joint Stock Company Khabarovsk Shipbuilding Yard,107760,Live,Unknown,237,-2'dwt,520,Single,-,671,814,55.00,-,9.50,-,4.30,0.90,SKL Motoren-und Systemtechnik GmbH,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,7630206,-,5.20,1976,-,-,-,-,SKL Motoren-und Systemtechnik GmbH,596,799,6NVD48A-2U,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Arka 34,reefer,Niigata,Niigata Shipbuilding & Repair Incorporated,10942589,Live,Russia,181,-2'dwt,486,Single,UBJP9,604,N-2158,56.04,-,9.00,8.90,3.69,0.16,Unknown Engine Designer,Vladivostok,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,8909862,273397030,3.85,1989,-,-,-,-,-,1030,987,6M28BFT,MS Amlin,Global Marine Bureau,Russian Register of Ships,-,-,-,-,-,-,-,-,-,Unknown Owners,-,RU VVO,-,A,25 May 2026 05:47:05 GMT,25 May 2026 08:00:00 GMT,Unknown Owners,-,"43° 4' 30"" N","131° 58' 42"" E"
Cape Grieg,reefer,Maryland,Lancaster Iron Works Incorporated,10954304,Live,U.S.A.,-,Unknown size,-,Single,WDM3926,1134,-,58.00,-,10.00,-,12.00,-,Unknown Engine Designer,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,8856613,367445470,-,1945,-,-,-,-,-,1287,1726,RBV8M545,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,A,19 Mar 2026 17:42:55 GMT,-,Unknown Owners,-,"47° 39' 34"" N","122° 22' 48"" W"
Genta Maru,reefer,Uwajima,Kurinoura Dockyard K.K.,10997482,Live,Japan,1700,2'-6'dwt,4218,Single,7KQP,3998,421,99.06,-,-,16.80,6.61,3.29,Unknown Engine Designer,-,-,Toei Reefer Line Limited,Japan,Toei Reefer Line Limited,Japan,Toei Reefer Line Limited,Japan,-,-,-,-,9620384,431544000,9.90,2011,-,-,-,-,Makita Corporation,2998,5281,6L35MC,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2019-08-20T00:00:00,-,2016-09-10T00:00:00,-,2030-04-30T00:00:00,2030-04-30T00:00:00,Toei Reefer Line Limited,Japan,Toei Reefer Line Limited,Japan,-,-,A,25 May 2026 05:50:40 GMT,-,Toei Reefer Line Limited,Japan,"35° 4' 4"" N","129° 0' 29"" E"
Sirius,reefer,Busum,Buesumer Werft GmbH,110041,Live,Russia,942,2'-6'dwt,2175,Double Bottom,UHVP,1727,268,78.11,71.23,12.76,12.76,5.75,1.75,Mak Motoren GmbH & Company KG,Murmansk,-,Karelian Shipping Company Limited,Russian Federation,Karelian Shipping Company Limited,Russian Federation,Karelian Shipping Company Limited,Russian Federation,-,-,-,-,7700099,273313950,7.50,1978,-,-,-,-,Mak Motoren GmbH & Company KG,1655,2250,6MU453AK,-,Russian Register of Ships,-,-,-,-,2018-05-12T00:00:00,-,-,-,Karelian Shipping Company Limited,Russian Federation,Karelian Shipping Company Limited,Russian Federation,RUMMK,Murmansk,A,25 May 2026 05:44:16 GMT,18 May 2026 08:00:00 GMT,Karelian Shipping Company Limited,Russian Federation,"73° 7' 10"" N","24° 28' 58"" E"
S Leelawadee,reefer,Groningen,Nieuwe Noord Nederlandse Scheeps. B.V.,110066,Live,Thailand,1438,2'-6'dwt,2510,Single,HSB3070,2989,392,103.00,92.98,14.00,14.00,5.32,2.68,Deutz AG,Bangkok,59,Krung Siam Maritime Company Limited,Thailand,Krung Siam Maritime Company Limited,Thailand,Krung Siam Maritime Company Limited,Thailand,-,-,-,-,7637539,567255000,8.00,1978,-,-,-,-,Deutz AG,2237,3000,SBV6M540,-,-,-,-,-,-,2003-06-01T00:00:00,-,-,-,-,-,Krung Siam Maritime Company Limited,Thailand,-,-,A,25 May 2026 05:40:20 GMT,-,Krung Siam Maritime Company Limited,Thailand,"13° 31' 51"" N","100° 15' 31"" E"
Frio Seguro,reefer,Vigo,Factorias Vulcano S.A.,110133,Live,Belize,821,2'-6'dwt,2480,Single,V3QO5,2468,387,86.64,78.52,13.61,13.61,4.90,2.42,Deutz AG,Belize City,-,Beyond Sky Limited,Cook Islands,Beyond Sky Limited,Cook Islands,Beyond Sky Limited,Cook Islands,-,-,-,-,7702384,-,7.32,1978,-,-,-,-,Hijos de J. Barreras S.A.,1939,2600,SBV8M358,MS Amlin,-,-,-,-,-,2010-07-07T00:00:00,-,-,-,-,-,Beyond Sky Limited,Cook Islands,-,-,-,07 Jan 2019 19:22:05 GMT,-,Beyond Sky Limited,Cook Islands,"20° 48' 7"" N","106° 54' 36"" E"
Hai Chi 3,reefer,Wenling,-,11022111,Live,China,556,Unknown size,-,Single,-,1159,-,72.00,-,10.00,-,2.00,-,Unknown Engine Designer,-,-,For-Shine International Shipping Company Limited,People's Republic of China,For-Shine International Shipping Company Limited,People's Republic of China,Chen Jianjun,People's Republic of China,Hai Chi Shipping S.A.,"Hong Kong, S.A.R., China",-,-,8649151,-,-,2001,-,-,-,-,-,1312,1759,6MG34HX,-,-,-,-,-,-,-,-,-,-,For-Shine International Shipping Company Limited,People's Republic of China,For-Shine International Shipping Company Limited,People's Republic of China,-,-,-,-,-,For-Shine International Shipping Company Limited,People's Republic of China,-,-
Bai Shun,reefer,Taiwan,-,11024768,Live,Tanzania,279,-2'dwt,1000,Single,-,499,-,52.58,48.00,10.00,9.00,3.50,0.60,Unknown Engine Designer,Zanzibar,-,Bai Shun International Shipping Company Limited,"Taiwan, China",Bai Shun International Shipping Company Limited,"Taiwan, China",Bai Shun International Shipping Company Limited,"Taiwan, China",-,-,-,-,9603764,-,4.10,2010,-,-,-,-,-,-,-,UNKNOWN,-,-,-,-,-,-,-,-,-,-,-,-,Bai Shun International Shipping Company Limited,"Taiwan, China",-,-,A,11 Feb 2022 05:41:35 GMT,-,Bai Shun International Shipping Company Limited,"Taiwan, China","26° 23' 47"" N","56° 4' 11"" E"
Silver Firda,reefer,Risor,Lindstols Skips & Baatbyggeri AS,110560,Live,Norway (Int. Register),538,-2'dwt,1399,Single,LGNY3,1364,277,63.26,58.30,11.03,11.00,4.55,3.66,Caterpillar Incorporated,Floro,-,Fjord Reefers AS,Norway,Fjord Reefers AS,Norway,Fjord Reefers AS,Norway,-,-,-,-,7638519,258407000,8.02,1978,-,-,-,-,Caterpillar Incorporated,827,1125,D399,Hydor AS,RI (provisional), (provisional), (provisional),-,-,2018-01-29T00:00:00,-,2028-02-29T00:00:00,2028-02-29T00:00:00,Fjord Shipping AS,Norway,Fjord Shipping AS,Norway,TALLIN,-,A,25 May 2026 05:49:52 GMT,20 May 2026 08:00:00 GMT,Fjord Reefers AS,Norway,"59° 27' 32"" N","24° 39' 36"" E"
Ho Yuan,reefer,Shimizu,Kanasashi Shipbuilding Company Limited,110566,Live,"Taiwan, China",665,Unknown size,1321,Single,BI2039,992,915,70.00,-,11.20,-,4.60,0.50,Unknown Engine Designer,-,-,Unknown Owners,-,Unknown Owners,-,Feng Yng Fishery Company Limited,"Taiwan, China",-,-,-,-,7121956,416110700,5.10,1969,-,-,-,-,-,1342,1800,6LUS38,American Steamship Owners Mutual Protection & Indemnity Association,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,A,25 May 2026 01:52:59 GMT,-,Unknown Owners,-,"1° 59' 23"" S","64° 1' 49"" E"
Arctic Princess,reefer,Brattvag,Vard Norway Offshore AS,110706,Live,Russia,638,-2'dwt,855,Single,UHTA,1966,34,69.50,64.02,15.03,15.03,4.78,4.42,Wartsila Norway AS,Murmansk,-,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,-,-,-,-,7604403,273219900,9.20,1977,-,-,-,-,Wartsila Norway AS,1491,2000,6AXAG,-,Russian Register of Ships,-,-,-,-,2020-02-04T00:00:00,-,-,-,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,BARENTS SEA,-,A,25 May 2026 05:46:10 GMT,22 May 2026 01:00:00 GMT,OOO Arktik Shipping (Arctic Shipping LLC),Russian Federation,"77° 30' 47"" N","14° 37' 51"" E"
Paulemose R-1,reefer,Cuxhaven,Mutzelfeldtwerft GmbH & Co. KG,11074,Live,Honduras,475,-2'dwt,934,Single,-,1237,151,75.00,-,11.00,-,4.10,2.40,Unknown Engine Designer,San Lorenzo,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,5369695,-,6.50,1959,-,-,-,-,-,1096,1470,8NVD48-2U,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Artemis,reefer,Japan,Narasaki Shipbuilding Company Limited,11101622,Live,Unknown,69,Unknown size,-,Single,-,231,-,-,-,-,6.98,-,-,Unknown Engine Designer,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,8632859,-,4.65,1979,-,-,-,-,-,313,420,6MG25BX,MS Amlin,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,-,-,-,-,-,Unknown Owners,-,-,-
Evolution,reefer,Japan,Fujishin Zosen K.K.,11101625,Live,Unknown,95,Unknown size,-,Single,-,193,-,-,-,-,6.50,-,-,Unknown Engine Designer,-,-,Cargo Move Company Limited,Cambodia,Cargo Move Company Limited,Cambodia,Cargo Move Company Limited,Cambodia,-,-,-,-,8909379,-,2.77,1989,-,-,-,-,-,267,358,6MG25BX,MS Amlin,Global Marine Bureau,-,-,-,-,-,-,-,-,Cargo Move Company Limited,Cambodia,Cargo Move Company Limited,Cambodia,-,-,-,-,-,Cargo Move Company Limited,Cambodia,-,-
Guadalupe,reefer,Kolvereid,Moen Slip AS,111162,Live,Tanzania,270,-2'dwt,760,Single,5IM626,675,9,51.60,-,9.05,9.02,3.50,2.00,Unknown Engine Designer,-,-,Interforce Incorporated,United States of America,Interforce Incorporated,United States of America,Transportes Maritimos Lamol,Cook Islands,-,-,-,-,7626126,677052600,5.50,1977,-,-,-,-,-,421,565,408-26VO,-,INCLAMAR,-,-,-,-,-,-,-,-,Interforce Incorporated,United States of America,Transportes Maritimos Lamol,Cook Islands,-,-,A,08 Feb 2024 22:36:31 GMT,-,Interforce Incorporated,United States of America,"12° 10' 13"" N","71° 57' 56"" W"
Lianrun,reefer,Gijon,Maritima del Musel S.A.,111654,Live,Unknown,952,2'-6'dwt,3062,Single,-,2754,196,100.64,93.15,13.61,13.61,4.92,2.40,Deutz AG,-,-,Dalian Lian Run Pelagic Fishery Company Limited,Panama,Dalian Lian Run Pelagic Fishery Company Limited,Panama,Dalian Lian Run Pelagic Fishery Company Limited,Panama,-,-,-,-,7624271,-,7.32,1978,-,-,-,-,Hijos de J. Barreras S.A.,1939,2600,RBV8M358,-,-,-,-,-,-,2001-01-01T00:00:00,-,-,-,-,-,Dalian Lian Run Pelagic Fishery Company Limited,Panama,-,-,-,13 Feb 2017 08:12:55 GMT,-,Dalian Lian Run Pelagic Fishery Company Limited,Panama,"36° 9' 14"" N","13° 55' 15"" E"
Chikuma,reefer,Shimonoseki,Kyokuyo Shipyard Corporation (KSC),11230256,Live,Panama,2930,6'-10'dwt,7303,Single,3EGV3,6558,508,134.15,127.00,-,20.20,7.10,3.20,Unknown Engine Designer,Panama,-,Sanwa Shoun Company Limited,Japan,Sanwa Shoun Company Limited,Japan,Oceanwide Shipping S.A.,Panama,-,-,-,-,9666493,371500000,10.30,2013,-,-,-,-,Makita Corporation,4550,8195,7L35MC,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2020-04-25T00:00:00,-,2017-12-20T00:00:00,-,2028-03-17T00:00:00,2028-03-17T00:00:00,Eikyo Marine Incorporated,Japan,Eikyo Marine Incorporated,Japan,-,-,A,25 May 2026 05:48:56 GMT,-,Sanwa Shoun Company Limited,Japan,"35° 2' 24"" N","138° 30' 51"" E"
Ibuki,reefer,Shimonoseki,Kyokuyo Shipyard Corporation (KSC),11230332,Live,Panama,2930,6'-10'dwt,7314,Single,3ELC8,6558,507,134.15,127.00,-,20.20,7.11,3.19,Unknown Engine Designer,Panama,-,Yamane Sangyo K.K.,Japan,Yamane Sangyo K.K.,Japan,Star Navigation S.A.,Panama,-,-,-,-,9666481,370599000,10.30,2013,-,-,-,-,Makita Corporation,4550,8195,7L35MC,-,Nippon Kaiji Kyokai,-,-,2020-07-31T00:00:00,-,2017-09-30T00:00:00,-,2027-09-29T00:00:00,2027-09-29T00:00:00,Shinko Kaiun Company Limited,Japan,Shinko Kaiun Company Limited,Japan,HIGH SEA,-,A,25 May 2026 05:28:08 GMT,23 May 2026 08:00:00 GMT,Yamane Sangyo K.K.,Japan,"6° 1' 12"" N","24° 31' 40"" W"
Chitose,reefer,Shimonoseki,Kyokuyo Shipyard Corporation (KSC),11230968,Live,Singapore,2930,6'-10'dwt,7301,Single,9V6110,6534,509,134.15,127.00,-,20.20,7.11,3.19,Unknown Engine Designer,Singapore,-,Shinko Kaiun Company Limited,Japan,Shinko Kaiun Company Limited,Japan,Wang Tat Corporation Private Limited,Republic of Singapore,-,-,-,-,9666508,563418000,10.30,2013,-,-,-,-,Makita Corporation,4550,8168,7L35MC,Swedish Club (Sverige Angfartygs Assurans Forening),Nippon Kaiji Kyokai,-,-,2020-11-21T00:00:00,-,2018-04-21T00:00:00,-,2028-04-20T00:00:00,2028-04-20T00:00:00,United Japan Corporation,Japan,United Japan Corporation,Japan,-,-,A,25 May 2026 05:50:34 GMT,-,Shinko Kaiun Company Limited,Japan,"35° 2' 31"" N","138° 30' 48"" E"
Patsorn,reefer,Bilbao,Astilleros de Cadagua,113321,Live,Thailand,1010,2'-6'dwt,2703,Single,HSB4501,2413,109,92.77,84.44,14.23,14.20,5.14,2.56,Deutz AG,-,-,Krung Siam Maritime Company Limited,Thailand,Krung Siam Maritime Company Limited,Thailand,MI Expeditors (Thailand) Company Limited,Thailand,-,-,-,-,7713230,567391000,7.70,1979,-,-,-,-,Hijos de J. Barreras S.A.,2237,3000,RBV8M358,-,-,-,-,-,-,2010-05-17T00:00:00,-,-,-,Krung Siam Maritime Company Limited,Thailand,Krung Siam Maritime Company Limited,Thailand,-,-,A,25 May 2026 05:39:55 GMT,-,Krung Siam Maritime Company Limited,Thailand,"7° 15' 32"" N","103° 35' 2"" E"
Jupiter,reefer,Busum,Buesumer Werft GmbH,113376,Live,Russia,942,2'-6'dwt,2139,Double Bottom,UDOW,1727,270,78.20,71.23,12.75,12.75,5.75,1.75,Mak Motoren GmbH & Company KG,Nakhodka,-,Vladkristall Company Limited,Russian Federation,Vladkristall Company Limited,Russian Federation,Vladkristall Company Limited,Russian Federation,-,-,-,-,7700116,273441670,7.50,1978,-,-,-,-,Mak Motoren GmbH & Company KG,1655,2250,6MU453AK,-,Russian Register of Ships,-,-,-,-,2018-12-07T00:00:00,-,-,-,Vladkristall Company Limited,Russian Federation,Vladkristall Company Limited,Russian Federation,RU SVK,-,A,25 May 2026 05:45:12 GMT,31 May 2026 08:00:00 GMT,Vladkristall Company Limited,Russian Federation,"39° 46' 44"" N","136° 48' 38"" E"
Professor Megrabov,reefer,Wismar,Wadan Yards MTW GmbH,113463,Live,Russia,5103,10'+ dwt,13837,Double Bottom,UFOC,12282,260,154.90,141.97,22.23,22.20,9.61,3.99,MAN Energy Solutions SE,Vostochnyy,-,Admiral G.I. Nevelskoy Maritime State University,Russian Federation,Admiral G.I. Nevelskoy Maritime State University,Russian Federation,Admiral G.I. Nevelskoy Maritime State University,Russian Federation,-,-,-,-,7723065,273421470,13.60,1978,-,-,-,-,VEB Maschinenbau Halberstadt GmbH,6715,9005,K9Z60/105E,-,-,-,-,-,-,2014-03-04T00:00:00,-,-,-,ZAO RIMSCO (Russian Inspector's & Marine Surveyor's Corporation) Joint Stock Company,Russian Federation,ZAO RIMSCO (Russian Inspector's & Marine Surveyor's Corporation) Joint Stock Company,Russian Federation,-,-,-,26 Nov 2016 05:47:16 GMT,-,Admiral G.I. Nevelskoy Maritime State University,Russian Federation,"38° 56' 6"" N","121° 38' 55"" E"
Taim Kh,reefer,Skali,p/f Skala Skipasmidjan A,113723,Live,Unknown,480,-2'dwt,1423,Single,-,1263,32,67.29,61.37,12.16,12.00,4.45,2.05,Mak Motoren GmbH & Company KG,-,-,Blue Grass Marine Company S.A.,Panama,Blue Grass Marine Company S.A.,Panama,Blue Grass Marine Company S.A.,Panama,-,-,-,-,7734545,-,6.50,1978,-,-,-,-,Mak Motoren GmbH & Company KG,1268,1700,6M452,MS Amlin,-,-,-,-,-,2015-02-25T00:00:00,-,-,-,Seven Seas Navigator Ship Management Corporation,Greece,Seven Seas Navigator Ship Management Corporation,Greece,ALEXANDRIA,-,-,07 Mar 2018 21:06:58 GMT,06 Mar 2018 18:00:00 GMT,Blue Grass Marine Company S.A.,Panama,"31° 10' 35"" N","29° 51' 18"" E"
APN Merauke,reefer,Frederikshavn,Danyard A/S,114142,Live,Indonesia,851,2'-6'dwt,2225,Single,YDA4360,1753,379,75.00,67.09,13.21,13.21,5.01,2.26,Alpha Diesels A/S,-,12,Indo Thai Fishery Value,Indonesia,Indo Thai Fishery Value,Indonesia,Indo Thai Fishery Value,Indonesia,-,-,-,-,7727152,525015325,7.27,1978,-,-,-,-,Alpha Diesels A/S,1387,1860,12V23L-VO,-,-,-,-,-,-,1992-10-01T00:00:00,-,-,-,-,-,Indo Thai Fishery Value,Indonesia,-,-,-,-,-,Indo Thai Fishery Value,Indonesia,-,-
Sea Network,reefer,Groningen,Nieuwe Noord Nederlandse Scheeps. B.V.,114504,Live,Thailand,1438,2'-6'dwt,2510,Single,HSB4831,2989,394,101.94,92.98,14.00,14.00,5.32,2.68,Deutz AG,-,59,Krung Siam Maritime Company Limited,Thailand,Krung Siam Maritime Company Limited,Thailand,Krung Siam Maritime Company Limited,Thailand,-,-,-,-,7637553,567487000,8.00,1978,-,-,-,-,Deutz AG,2207,3000,SBV6M540,-,-,-,-,-,-,1998-09-17T00:00:00,-,-,-,-,-,Krung Siam Maritime Company Limited,Thailand,-,-,A,25 May 2026 05:41:24 GMT,-,Krung Siam Maritime Company Limited,Thailand,"13° 31' 51"" N","100° 15' 32"" E"
Royal Fortune,reefer,Vigo,Factorias Vulcano S.A.,114507,Live,Panama,808,2'-6'dwt,2890,Single,3ETZ7,2471,388,86.00,78.52,13.61,13.61,4.90,2.42,Deutz AG,Panama,-,Jadipana SA,Panama,Jadipana SA,Panama,Jadipana SA,Panama,-,-,-,-,7702396,354169000,7.32,1979,-,-,-,-,Hijos de J. Barreras S.A.,1939,2600,RBV8M358,-,-,-,-,-,-,1995-01-01T00:00:00,-,-,-,-,-,Jadipana SA,Panama,-,-,-,-,-,Jadipana SA,Panama,-,-
